"bedroomcnt","bathroomcnt","calculatedfinishedsquarefeet","taxamount","propertylandusedesc","propertylandusetypeid","fips"
3,2,1792,5436.45,438312,261,6037
3,1,939,6510.44,561725,261,6037
3,2,1250,6013.86,443661,261,6037
3,2,1791,1250.24,46132,261,6037
3,2,1777,3246.28,256791,261,6037
4,2,1387,1306.63,92113,261,6037
3,1,1541,1736.75,119014,261,6037
3,1,1080,3376.43,246206,261,6037
3,3,2398,7407.82,610963,261,6037
4,2,1751,1629,124632,261,6037
3,1,1048,811.49,41159,261,6037
3,2,1548,1070.39,42756,261,6037
2,1,974,2788.98,221472,261,6037
3,2,1242,5370.4,462172,261,6037
1,1,870,4267.97,337068,261,6037
4,1,1341,3449.04,191573,261,6037
3,1,1062,4741.04,388324,261,6037
5,3,1757,5230.98,449152,261,6037
2,1,1086,4052.19,220663,261,6037
1,1,680,3962.67,273101,261,6037
3,1,1519,1239.02,77991,261,6037
4,2,2142,5759.61,497217,261,6037
3,2,1425,9848.5,757580,261,6037
2,1,1224,2924.3,203523,261,6037
2,1,835,2750.03,218376,261,6037
4,3,2481,6397.95,545754,261,6037
5,5,4361,10214.95,874770,261,6037
2,3,1181,1673.12,101627,261,6037
3,1,883,3736.9,303000,261,6037
3,1,1595,1418.95,101227,261,6037
2,1,1066,8312.52,709340,261,6037
2,1,1205,3093.97,217125,261,6037
3,2,1240,2200.64,158023,261,6037
4,3,2103,9770.92,850271,261,6037
3,2,1808,9940.9,858192,261,6037
3,1,1040,4852.21,348000,261,6037
3,2,1571,2845.56,220975,261,6037
4,2,1590,8030.87,702603,261,6037
5,4,4520,21079.69,1847049,261,6037
2,1,1174,2280.55,138925,261,6037
3,1,1062,2988.15,235767,261,6037
4,2,1230,2561.66,212290,261,6037
4,3,1920,8642.5,737865,261,6037
2,1,786,847.77,43589,261,6037
3,2,1581,3133.93,252676,261,6037
4,2,1597,9363.18,821784,261,6037
3,1,1242,2332.51,180235,261,6037
3,2,1760,3441.21,258403,261,6037
3,2,1530,3403.74,278752,261,6037
2,1,1179,4395.49,377178,261,6037
3,3,1738,4175.89,343804,261,6037
3,2,1200,1975,137837,261,6037
3,2,1176,2818.22,220307,261,6037
3,1,1140,2552.33,205001,261,6037
3,2,1101,5449.33,447063,261,6037
3,2,1354,3217.33,236479,261,6037
3,2,1266,4416.02,492395,261,6037
4,5,3206,13438.94,1100559,261,6037
2,1,704,273.92,20246,261,6037
1,1,320,1863.66,115433,261,6037
3,2,1646,1157.84,68085,261,6037
7,7,6155,28275.88,2439071,261,6037
3,2,1560,8338.05,686553,261,6037
2,1,725,2626.56,194983,261,6037
4,2,1290,2076.82,159781,261,6037
4,3,3221,13970.53,1152144,261,6037
4,1,1332,2490.77,194230,261,6037
4,1,1582,4807.26,360303,261,6037
3,2,1242,2831.01,216096,261,6037
3,3,2902,3881.98,214105,261,6037
4,4,2905,4385.61,356651,261,6037
2,1,944,3470.82,248916,261,6037
5,4,2448,3425.1,261980,261,6037
4,4,8243,19880.33,1603785,261,6037
3,3,2028,8890.51,730523,261,6037
3,2,1816,3497.58,256410,261,6037
3,2,1823,3678.04,294175,261,6037
3,2,1730,1349.47,110989,261,6037
4,4,2870,6900.61,555122,261,6037
2,1,1215,2826.22,203581,261,6037
2,2,1401,5045.97,405201,261,6037
4,4,2517,11644.93,1016308,261,6037
1,1,987,1801.09,146974,261,6037
2,1,834,2700.67,203017,261,6037
3,2,2110,3204.18,251814,261,6037
4,2,2182,5015.72,389501,261,6037
2,1,1141,735.89,59179,261,6037
2,1,1206,2840.32,202312,261,6037
2,1,999,3282.23,226328,261,6037
3,2,1320,3239.25,248855,261,6037
2,2,1352,12216.39,1010000,261,6037
3,2,1296,3554.69,272599,261,6037
1,1,704,4355.32,319802,261,6037
3,2,1852,8796.18,792281,261,6037
4,3,1438,9892.14,815000,261,6037
2,2,1537,3169.35,233265,261,6037
2,1,875,2953.78,199720,261,6037
2,1,708,2597.46,187241,261,6037
3,2,1217,3040.8,240898,261,6037
3,2,1191,1763.11,115463,261,6037
3,3,1529,5984.37,407000,261,6037
3,2,2416,2678.77,193240,261,6037
4,2,1975,1631.84,130510,261,6037
1,1,600,2602.53,190818,261,6037
3,2,1286,5476.82,333882,261,6037
2,2,1242,5733.69,472083,261,6037
4,2,1300,1900.12,148496,261,6037
4,6,5918,12918.27,1068925,261,6037
4,2,1740,5751.86,356552,261,6037
4,3,2412,8345.76,708889,261,6037
2,1,1167,1329.39,108538,261,6037
2,1,952,2839,214093,261,6037
3,1,1214,1345.64,61124,261,6037
3,2,1176,7093.25,582494,261,6037
2,1,1012,4959.09,410787,261,6037
2,1,724,2378.38,182495,261,6037
4,2,1164,2628.6,194578,261,6037
4,2,1698,5242.49,429091,261,6037
2,1,733,1917.23,153060,261,6037
3,2,1488,3845.5,308153,261,6037
1,1,750,2650.61,174757,261,6037
4,2,2290,10222.28,887451,261,6037
5,3,1973,9914.35,812199,261,6037
3,3,1290,3738.64,295858,261,6037
2,1,1171,3415.37,237319,261,6037
3,2,1566,1537.76,103298,261,6037
2,1,480,424.42,29555,261,6037
3,1,1060,990.67,54418,261,6037
2,1,690,906.93,26664,261,6037
4,3,2184,8075.31,650145,261,6037
3,2,1501,7798.13,638000,261,6037
3,2,1207,2577.51,202313,261,6037
2,2,1404,3953.79,251244,261,6037
4,6,5723,39496.21,3536441,261,6037
3,3,1950,4114.14,339278,261,6037
3,3,1731,2947.8,232018,261,6037
2,1,1000,3728.04,302637,261,6037
4,4,4829,38330.46,3414735,261,6037
2,1,990,2210.07,181441,261,6037
3,2,1684,4339.37,344050,261,6037
2,1,888,4433.56,280431,261,6037
4,4,3097,3853.94,316716,261,6037
3,2,1184,2493.47,202089,261,6037
5,4,2877,8673.6,710000,261,6037
3,2,2107,5803.77,374481,261,6037
2,2,2034,13041.47,1154399,261,6037
2,1,1086,2760.76,221468,261,6037
5,5,5580,12054.03,991016,261,6037
3,2,1254,3637.92,256169,261,6037
3,2,1857,1725.59,127735,261,6037
3,1,1116,480.98,37632,261,6037
4,3,2196,7135.33,588844,261,6037
3,2,1773,3275.18,200007,261,6037
3,2,1930,9525.21,818488,261,6037
5,4,3234,1510.76,104957,261,6037
3,2,1548,2738.07,214455,261,6037
2,1,774,2159.32,131228,261,6037
5,3,3072,5220.23,411737,261,6037
2,1,1125,2325.21,191283,261,6037
2,1,864,1534.69,113730,261,6037
3,2,1525,1249.12,86917,261,6037
4,3,2113,15007.74,1338000,261,6037
3,2,1543,861.18,67467,261,6037
3,3,2250,3848.63,306351,261,6037
3,2,1993,6979.44,577000,261,6037
5,3,2242,12827.97,1129000,261,6037
2,1,954,3989.15,325429,261,6037
2,2,1290,3072.61,236886,261,6037
3,2,1173,3762.7,303798,261,6037
2,1,882,353.64,27491,261,6037
5,4,3397,8467.57,700000,261,6037
3,2,1462,1422.95,101479,261,6037
4,2,2456,3853.83,303241,261,6037
2,1,1175,4485.65,340000,261,6037
3,2,1201,1035.06,62706,261,6037
3,2,1934,1574.77,119660,261,6037
2,1,640,3884.08,310000,261,6037
3,1,949,3825.42,303029,261,6037
4,5,4011,20881.59,1720792,261,6037
3,1,1135,3796.6,299147,261,6037
3,1,1165,3005.39,211352,261,6037
4,1,3107,16126.37,1327564,261,6037
4,2,1489,3292.14,261721,261,6037
3,1,1440,3720.98,281385,261,6037
2,1,1344,4764.82,392543,261,6037
2,1,812,4332.77,359000,261,6037
2,1,768,2136.3,142961,261,6037
5,4,3704,21384.08,1766788,261,6037
3,2,1656,5203.74,434923,261,6037
3,1,1140,2411.67,159031,261,6037
3,2,1870,4144.21,336430,261,6037
3,1,986,878.16,51929,261,6037
2,1,1045,2296.84,156323,261,6037
5,5,4141,20840.29,1725191,261,6037
3,2,1387,1071.64,64774,261,6037
3,3,2505,4827.56,374124,261,6037
2,2,1475,5413.29,445193,261,6037
3,2,1262,991.45,63903,261,6037
4,2,1364,5178.76,403752,261,6037
3,1,1272,9855.88,819621,261,6037
3,1,1205,1193.31,50905,261,6037
2,1,1256,805.22,55090,261,6037
3,1,1012,3866.44,288482,261,6037
2,1,1320,9623.98,793000,261,6037
3,1,1068,1071.49,47787,261,6037
4,2,3355,17094.62,1418681,261,6037
3,1,1510,5798.39,458000,261,6037
3,2,1884,4051.55,331005,261,6037
3,1,1388,1704.96,101803,261,6037
3,4,2877,45235.66,3770853,261,6037
5,2,3413,13713.66,1247817,261,6037
3,2,1223,5027.98,403192,261,6037
5,4,3240,3265.9,253192,261,6037
3,3,2219,4572.39,414996,261,6037
3,2,2010,1688.93,121317,261,6037
3,1,1456,20430.12,1700000,261,6037
2,2,1341,4140.08,379307,261,6037
5,3,2289,2114.32,172673,261,6037
1,1,572,665.23,37435,261,6037
6,6,7324,21559.79,1925239,261,6037
3,2,1184,3248.27,238227,261,6037
2,1,998,5530.73,456514,261,6037
2,1,2190,9216.05,835549,261,6037
2,1,576,2250.04,174045,261,6037
2,2,1781,1708.43,132494,261,6037
3,3,1756,8719.06,799226,261,6037
4,3,2440,6289.86,544504,261,6037
4,4,3424,16435,1352193,261,6037
4,4,4266,6085.01,547290,261,6037
3,2,1104,995.02,67528,261,6037
6,6,6638,28427.4,2335075,261,6037
3,3,2268,5897.92,531232,261,6037
4,2,1784,3758.2,310828,261,6037
4,3,2467,17360.47,1416558,261,6037
5,4,3379,10413.25,944324,261,6037
2,1,748,3198.43,266130,261,6037
3,3,2529,3087.78,229220,261,6037
3,2,2344,6901.35,568595,261,6037
4,3,2090,3051.61,254551,261,6037
4,3,2298,2580.53,173744,261,6037
4,2,1903,10896.09,900000,261,6037
4,3,1934,1583.47,119524,261,6037
3,2,1901,9542.88,781742,261,6037
3,2,1344,11339.83,925808,261,6037
2,1,956,5026.81,456391,261,6037
5,3,2521,1667.01,117999,261,6037
3,2,1928,1369.73,102176,261,6037
4,3,2357,2570.5,196860,261,6037
3,1,961,2207.6,202311,261,6037
4,3,2018,6307.83,555320,261,6037
4,3,2632,13601.64,1115674,261,6037
3,3,2187,14341.09,1184553,261,6037
4,2,1516,776.82,51930,261,6037
3,3,2020,2461.9,206302,261,6037
2,1,1675,12276.36,1008625,261,6037
4,2,1532,7868.86,722935,261,6037
2,2,1370,2299.32,188489,261,6037
4,3,2268,1543.79,114279,261,6037
3,3,1630,5468.68,440058,261,6037
2,1,840,5775.45,530304,261,6037
1,1,610,4878.05,403054,261,6037
3,2,1283,1011.83,69118,261,6037
3,1,1093,4539.92,373429,261,6037
4,3,3816,4996.03,445379,261,6037
1,1,480,1337.32,114889,261,6037
3,2,1413,1154.91,75011,261,6037
4,4,2362,4156.22,330227,261,6037
3,2,1514,2125.97,190778,261,6037
3,2,1179,812.55,64461,261,6037
3,2,1726,6037.92,525000,261,6037
3,2,1954,16626.2,1376337,261,6037
2,2,1692,840.19,64568,261,6037
2,1,1494,6385.63,410126,261,6037
4,2,1504,7016.7,612000,261,6037
4,6,5566,16362.59,1339192,261,6037
3,1,735,4169.98,378319,261,6037
3,1,870,7493.09,619248,261,6037
5,3,2289,3377.98,283769,261,6037
5,4,2885,10475.3,861398,261,6037
4,2,2300,1544.47,135461,261,6037
5,3,2234,2524.25,192023,261,6037
3,1,696,1331.45,94580,261,6037
2,2,1656,7035.83,578643,261,6037
2,2,3602,13276.29,1204772,261,6037
3,4,3328,11502.36,993231,261,6037
4,3,2175,5808.03,509145,261,6037
3,2,1827,12981.23,1068725,261,6037
2,2,2713,10461.03,950000,261,6037
3,3,2300,7344.03,624302,261,6037
4,3,3489,6086.67,529720,261,6037
2,2,1854,6598.12,533249,261,6037
3,3,2660,2605.58,221564,261,6037
5,6,4002,9759.04,834000,261,6037
4,3,1965,4143.51,356060,261,6037
3,2,2029,22345.47,1850000,261,6037
2,1,1344,974.33,78857,261,6037
4,3,3115,9203.41,779349,261,6037
3,2,1056,2849.37,225119,261,6037
4,3,2426,27075.52,2324922,261,6037
3,2,2604,6841.75,622400,261,6037
4,2,1800,4958.61,403732,261,6037
3,2,1041,2543.06,197307,261,6037
5,3,2173,8695.53,746542,261,6037
3,2,1491,1113.93,90248,261,6037
4,3,2590,2669.36,210358,261,6037
2,2,1428,2877.07,226665,261,6037
3,2,1344,7351.67,632868,261,6037
2,1,1369,4580.38,420372,261,6037
5,2,2430,2434.38,188427,261,6037
3,2,1300,1140.89,66634,261,6037
2,1,1272,4339.49,316916,261,6037
2,2,1081,4957.61,456268,261,6037
3,1,1112,7030.14,599000,261,6037
4,3,1602,3995.85,336085,261,6037
5,4,4112,41792.62,3587447,261,6037
3,2,1553,6713.84,614911,261,6037
3,1,1600,2373.73,174917,261,6037
3,1,1215,2830.97,215652,261,6037
4,3,3735,3603.41,300089,261,6037
2,2,1868,3627.04,319327,261,6037
2,1,1056,5890.84,497054,261,6037
3,1,1219,3714.42,285047,261,6037
6,7,7136,88658.35,7621533,261,6037
3,3,2221,1687.31,146588,261,6037
4,2,2219,5579.31,468624,261,6037
2,1,729,3252.18,264179,261,6037
5,5,3918,39821.59,3418197,261,6037
3,3,1961,8490.38,771589,261,6037
3,2,2106,7290.02,621202,261,6037
2,1,837,2481.14,199708,261,6037
4,3,3450,18398.47,1514080,261,6037
2,1,1292,5586.23,505831,261,6037
3,1,1536,9387.56,815000,261,6037
4,3,2008,5361.57,455000,261,6037
3,2,2123,2065.22,154456,261,6037
2,1,1240,3641.09,333422,261,6037
3,2,1496,7520.86,648789,261,6037
3,1,1219,6344.08,526000,261,6037
2,4,2101,12524.9,1030822,261,6037
3,2,2176,4103.75,371870,261,6037
3,2,1815,4682.53,392918,261,6037
3,2,1489,3203.34,253139,261,6037
4,6,4002,86126.94,7189347,261,6037
4,4,2776,7094.89,643444,261,6037
2,1,1077,6997.35,598000,261,6037
4,2,1440,4505.39,398467,261,6037
3,2,2412,14509.02,1188362,261,6037
3,2,1875,3877.22,350315,261,6037
5,3,2455,13445.59,1167536,261,6037
4,2,2050,6278.26,524121,261,6037
4,4,3638,18897.76,1558563,261,6037
1,1,765,3943.89,364415,261,6037
2,2,1834,5523.68,462141,261,6037
4,3,1389,9249.91,776665,261,6037
4,4,4185,44452.78,3695943,261,6037
3,3,3683,9617.87,873795,261,6037
3,2,1402,7555.23,649354,261,6037
3,2,1242,6852.48,582000,261,6037
2,1,696,1561.58,125861,261,6037
4,3,3029,5838.56,526349,261,6037
3,2,1454,1176.88,78856,261,6037
3,2,1152,6133.67,514660,261,6037
3,2,1859,2374.82,176519,261,6037
4,2,2637,3870.65,340759,261,6037
3,2,1395,4920.2,415779,261,6037
2,1,688,1812.01,133133,261,6037
4,7,14342,228999.21,19129816,261,6037
3,2,1634,2758.94,224241,261,6037
3,2,1641,3997.16,335354,261,6037
3,1,1609,3854.76,311972,261,6037
4,5,4156,53113.87,4432886,261,6037
4,2,2460,1481.39,128359,261,6037
3,3,2293,1392.49,101020,261,6037
3,2,1181,2200.83,174917,261,6037
4,5,2875,36554.73,3048794,261,6037
2,1,944,6082.76,554008,261,6037
4,4,2818,17459.59,1691700,261,6037
3,1,1000,1262.12,93712,261,6037
3,6,3988,35818.9,2967487,261,6037
2,1,1635,3162.32,288145,261,6037
3,2,1913,6744.61,571608,261,6037
2,1,945,2758.2,227766,261,6037
4,4,2740,9879.42,809454,261,6037
3,2,1639,3137.33,256752,261,6037
3,2,1314,1406.35,77000,261,6037
4,2,1796,1039.54,72235,261,6037
2,2,1135,3018.49,251876,261,6037
3,3,4663,69206.06,5768107,261,6037
3,2,1268,8403.65,699506,261,6037
4,3,2928,4827.08,353755,261,6037
3,3,2009,3054.59,235051,261,6037
2,1,958,2261.99,187178,261,6037
5,5,4294,31686.01,2642296,261,6037
2,2,1062,2841.04,235474,261,6037
2,1,1230,1189.92,59947,261,6037
3,2,2218,12384.39,1082380,261,6037
2,2,1586,2760.85,227601,261,6037
6,5,4273,42114.59,3510462,261,6037
2,1,870,4454.7,364079,261,6037
3,1,929,740.95,36399,261,6037
3,2,1759,1713.19,113246,261,6037
3,2,1656,4286.88,355000,261,6037
3,2,1508,16696.5,1386418,261,6037
3,2,1678,3954.12,330181,261,6037
3,1,1038,6322.45,537018,261,6037
4,3,2368,6056.38,506112,261,6037
1,1,534,2919.53,240200,261,6037
3,2,2847,3185.91,250912,261,6037
4,4,3276,11667.12,941151,261,6037
2,1,1094,7515.58,575000,261,6037
4,3,3420,18595.63,1635610,261,6037
2,1,1228,4251.64,345227,261,6037
3,2,1645,33523.84,2799624,261,6037
2,2,1418,2008.21,156513,261,6037
4,2,2024,11078.86,857046,261,6037
2,2,1632,2712.1,198807,261,6037
2,1,1000,2422.51,201104,261,6037
3,6,2838,9196.08,758687,261,6037
4,2,2968,19197.43,1682743,261,6037
3,1,990,4834.8,390363,261,6037
4,3,2543,7726.07,654693,261,6037
4,2,1214,2871.25,226244,261,6037
0,0,NULL,27176.34,2274642,261,6037
3,2,1504,1924.68,158429,261,6037
3,5,3587,10883.79,837555,261,6037
4,1,1622,4941.19,429246,261,6037
3,1,1005,3429.65,282052,261,6037
4,4,3294,20441.74,1680065,261,6037
2,1,1025,10624.77,901105,261,6037
3,2,2264,10261.75,848586,261,6037
3,2,1290,9071.75,780175,261,6037
2,1,1038,4380.96,357367,261,6037
4,6,6580,20431.22,1667412,261,6037
4,3,2495,17448.24,1521862,261,6037
2,2,1306,5643.95,442494,261,6037
2,1,696,1093.76,70205,261,6037
3,2,1364,2619.25,210252,261,6037
2,2,1360,1757.66,133331,261,6037
1,1,728,1007.36,66475,261,6037
3,2,1120,5040.25,383963,261,6037
3,3,1528,4298.94,383888,261,6037
3,2,1702,6094.17,502783,261,6037
2,2,1536,1768.26,129804,261,6037
2,1,988,622.61,34118,261,6037
4,2,1479,1022.08,51928,261,6037
3,2,1221,2400.91,209995,261,6037
3,2,1670,1142.31,80925,261,6037
3,5,3258,35340.53,3045750,261,6037
3,1,1204,7301.76,623097,261,6037
3,1,1115,2031.43,115239,261,6037
3,3,2773,3872.4,174130,261,6037
3,1,1104,3441.77,283259,261,6037
5,3,3208,13695.22,1145595,261,6037
3,2,1284,6917.18,595430,261,6037
3,2,1200,3402.33,212814,261,6037
2,1,875,3661.45,328616,261,6037
3,1,1740,3948.08,316935,261,6037
3,3,2135,14701.94,1291975,261,6037
3,2,1548,1257.17,81340,261,6037
3,1,1068,4250.73,336281,261,6037
3,2,1700,2569.92,221865,261,6037
3,3,2419,1971.5,135670,261,6037
4,5,3862,81484.33,7116902,261,6037
3,2,1807,2106.97,162213,261,6037
3,2,1026,748.29,33129,261,6037
5,4,3109,10423.79,772152,261,6037
2,1,868,4563.63,366591,261,6037
3,3,2504,9888,723354,261,6037
2,1,864,823.63,45507,261,6037
4,4,2350,4741.23,343168,261,6037
5,5,2922,22217,1908213,261,6037
4,3,1483,4793.51,376667,261,6037
2,1,1012,3508.69,285003,261,6037
2,1,862,6711.44,580000,261,6037
3,2,1156,2032.95,139339,261,6037
5,4,3522,6309.62,521617,261,6037
3,2,1809,1776.31,122299,261,6037
5,3,2652,11204.81,744917,261,6037
4,2,1964,5170.56,435421,261,6037
3,2,1431,1047,51723,261,6037
3,2,1901,2621.76,129234,261,6037
3,1,1210,5152.51,416092,261,6037
4,2,1232,5804.21,447733,261,6037
2,1,1098,891.93,58347,261,6037
3,2,1098,2501.39,187756,261,6037
5,4,3064,11206.16,945376,261,6037
3,2,1397,3416.21,265599,261,6037
4,5,2909,15466.54,1263496,261,6037
2,2,1875,9318.03,801000,261,6037
2,1,818,3110.96,232683,261,6037
5,5,7472,15420.88,1326381,261,6037
2,1,966,1162.4,65296,261,6037
2,1,1118,3239.11,258000,261,6037
1,1,744,2441.39,192378,261,6037
3,2,1344,1272.69,70614,261,6037
3,2,1627,1042.7,65190,261,6037
3,1,1210,4061.61,328713,261,6037
0,0,1402,2210.63,172328,261,6037
3,1,1249,1958.47,138677,261,6037
4,3,1724,3365.47,261234,261,6037
2,1,1344,4671.08,386364,261,6037
3,2,1285,3191.84,258680,261,6037
3,1,1429,4486.14,358878,261,6037
3,3,2325,4516.12,246268,261,6037
3,3,1942,1445.97,88051,261,6037
3,2,1590,6280.49,519835,261,6037
2,1,775,872.75,51414,261,6037
4,3,2594,2796.69,184979,261,6037
3,2,1385,8103.1,701190,261,6037
3,2,1123,2445.45,169827,261,6037
4,2,1831,3348.01,264166,261,6037
3,4,2504,7655.44,660000,261,6037
2,2,1527,3272.21,223121,261,6037
6,7,5081,13284.44,1137986,261,6037
3,2,1170,3122.57,233348,261,6037
3,3,1590,7645.97,644944,261,6037
2,2,1387,5236.66,436557,261,6037
3,3,2037,1521.67,78646,261,6037
3,2,1675,3809.85,328093,261,6037
5,2,1828,1427.84,82196,261,6037
2,2,1050,4599.98,371361,261,6037
4,1,1145,1097.67,61661,261,6037
5,3,3003,2474.55,155819,261,6037
2,2,1178,7280.07,618212,261,6037
3,2,1064,4338.07,350000,261,6037
3,1,1145,3717.49,294406,261,6037
3,1,1034,1161.39,74872,261,6037
2,1,1619,6279.13,486000,261,6037
3,2,2100,8067.27,691582,261,6037
2,1,884,5462.95,359398,261,6037
3,1,1040,2065.21,165091,261,6037
4,2,1206,5176.86,438252,261,6037
3,1,1196,2253.93,182416,261,6037
3,2,2103,1192.49,83203,261,6037
2,1,1353,1997.34,119111,261,6037
3,2,1413,6781.36,574720,261,6037
3,1,1068,2699.25,207674,261,6037
2,1,1260,3153.65,249342,261,6037
3,2,1736,3464.53,286973,261,6037
2,1,1282,3312.16,239613,261,6037
3,2,1462,2798.7,226608,261,6037
3,2,1497,3023.81,223792,261,6037
2,1,1236,2155.86,170819,261,6037
3,2,1993,8129.39,694980,261,6037
3,2,1480,1095.45,56487,261,6037
3,2,1891,4260.24,465454,261,6037
4,2,1356,1255.76,71818,261,6037
5,2,2089,4627.99,369280,261,6037
4,4,2799,2535.36,182418,261,6037
1,1,1028,1535.68,79054,261,6037
2,1,775,2553.73,217072,261,6037
3,1,1082,3405.05,265383,261,6037
2,1,1299,916.24,68458,261,6037
5,5,3434,10442.61,925062,261,6037
3,2,1239,6770.41,450770,261,6037
4,3,2956,12510.97,1087827,261,6037
3,1,1076,5017.97,398267,261,6037
3,2,1696,2190.78,174348,261,6037
3,3,2507,2965.59,221101,261,6037
3,2,1218,3777.23,246290,261,6037
5,4,3029,16739.01,1447000,261,6037
4,3,1578,5506.43,445670,261,6037
3,2,1917,3602.65,290167,261,6037
3,2,1381,13012.5,1139087,261,6037
3,2,1430,6417.91,482770,261,6037
2,1,1579,9349.96,801100,261,6037
3,1,1076,5578.09,446710,261,6037
3,1,1788,1006.35,67671,261,6037
3,2,1580,1516.24,94183,261,6037
5,2,2671,5888.02,441535,261,6037
3,2,1346,7511.02,639607,261,6037
4,2,1698,3909.87,299113,261,6037
5,4,4480,7768.35,629578,261,6037
1,1,480,457.35,27074,261,6037
2,1,1016,2839.71,233004,261,6037
2,1,872,1916.65,151613,261,6037
2,1,1432,3399.13,278089,261,6037
3,2,2160,3269.23,261392,261,6037
2,1,792,3496.58,288000,261,6037
0,0,NULL,NULL,9984,261,6037
2,1,1383,3253.01,261392,261,6037
4,3,2730,4407.27,295437,261,6037
3,1,996,551.84,40201,261,6037
2,1,897,1633.28,131229,261,6037
3,2,1586,1510.76,106820,261,6037
4,3,2652,3500.53,220630,261,6037
2,2,1312,4206.6,304575,261,6037
2,1,660,2941.62,200153,261,6037
4,3,2596,16954.92,1400000,261,6037
2,1,904,3926.83,162887,261,6037
2,1,1252,3420.24,271505,261,6037
2,1,696,2688.84,184730,261,6037
3,3,2016,4665.3,372591,261,6037
3,2,1149,2259.35,123973,261,6037
3,1,1478,902.72,48209,261,6037
2,1,884,786.35,60408,261,6037
4,4,2800,21902.49,1812185,261,6037
3,2,1951,3304.66,211040,261,6037
3,2,1534,5431.36,392682,261,6037
3,2,968,3609.11,289948,261,6037
4,4,3568,3931.17,304542,261,6037
4,3,2497,4383.2,296800,261,6037
2,1,901,4687.07,336282,261,6037
1,1,591,1768.93,100766,261,6037
4,3,2187,6699.63,531037,261,6037
4,2,1626,2761.68,166955,261,6037
3,1,1373,2996.89,231190,261,6037
5,3,1512,3842.75,273808,261,6037
3,2,1419,884.14,68083,261,6037
3,2,1384,2994.82,180000,261,6037
3,4,3304,2525.98,157042,261,6037
3,2,1386,1347.91,85076,261,6037
5,3,2632,9180.39,740116,261,6037
4,3,1697,2578.41,139236,261,6037
4,2,1442,2646.22,169032,261,6037
4,2,1657,3709.14,287500,261,6037
3,2,868,1689.18,129646,261,6037
4,3,2094,3611.16,225600,261,6037
4,2,1619,3300.95,233870,261,6037
0,0,480,617.5,30571,261,6037
3,1,1094,812.76,56702,261,6037
3,2,1416,2778.03,168273,261,6037
3,1,1475,5850.23,421328,261,6037
3,3,1551,5466.99,413177,261,6037
2,1,842,4732.4,388057,261,6037
3,2,2638,2626.02,150657,261,6037
3,2,2352,1400.28,75129,261,6037
3,1,1284,4962.91,370565,261,6037
3,1,1180,5838.34,478355,261,6037
3,2,1219,2260.85,125000,261,6037
3,2,1247,3510.27,247575,261,6037
3,2,1500,1584.91,102266,261,6037
3,3,2390,9510.11,781147,261,6037
7,2,2080,2714.7,156415,261,6037
2,1,843,3252.11,234051,261,6037
5,5,4722,7393.75,576376,261,6037
2,1,1164,2825.61,233874,261,6037
2,1,712,2474.09,144400,261,6037
2,1,1194,2677.51,181030,261,6037
3,2,1383,5417.11,419634,261,6037
2,2,1846,10823.53,888343,261,6037
3,2,1232,2455.57,148492,261,6037
2,1,899,3011.06,200456,261,6037
3,2,1904,1645.2,112947,261,6037
3,2,1976,1692.73,125872,261,6037
3,1,1102,1961.1,99927,261,6037
2,1,792,3133.49,193905,261,6037
4,2,2537,7389.31,584632,261,6037
3,2,1675,5891.09,488660,261,6037
3,2,1729,2252.33,129440,261,6037
2,1,932,3191.87,198649,261,6037
6,6,3072,7298.76,574992,261,6037
3,1,1424,4663.64,416416,261,6037
3,2,1139,2613.98,151271,261,6037
2,1,966,2761.28,195229,261,6037
2,1,915,3303.42,239589,261,6037
3,3,1897,4516.87,408371,261,6037
3,2,1297,2214.94,120764,261,6037
5,3,2652,1641.52,91698,261,6037
2,1,900,738.55,36603,261,6037
2,1,954,3210.54,292115,261,6037
4,2,1282,2090.2,110261,261,6037
3,1,1226,2663.29,185390,261,6037
3,1,1115,1233.51,77195,261,6037
3,2,1534,3576.82,323575,261,6037
3,2,1489,2961.69,182500,261,6037
3,1,1342,1129.68,63654,261,6037
3,1,1416,3192.28,227000,261,6037
3,3,2269,6951.57,630198,261,6037
4,2,1574,1951.75,97400,261,6037
2,1,805,4224.41,323863,261,6037
2,2,1591,5113.87,327336,261,6037
4,2,1506,972.15,77532,261,6037
3,2,1334,2886.08,177667,261,6037
3,2,1231,4362.42,324675,261,6037
3,2,1128,3798,285807,261,6037
2,1,954,1762.01,159404,261,6037
3,2,1670,6522.45,148670,261,6037
3,3,1951,5055.78,409852,261,6037
3,2,1194,1751.2,107639,261,6037
4,3,3699,4926.35,431492,261,6037
3,2,1385,2856,175000,261,6037
3,2,1114,2227.76,170952,261,6037
3,2,1904,4750.46,344572,261,6037
4,2,2452,1943.97,169535,261,6037
3,2,1440,2009.34,100313,261,6037
4,2,1370,4663.67,377968,261,6037
3,2,1540,2428.49,174985,261,6037
4,2,1398,5739.69,515238,261,6037
3,2,1492,2526.01,157852,261,6037
4,4,2285,5756.31,468397,261,6037
3,2,1341,909.39,32466,261,6037
2,1,968,2347.64,206271,261,6037
3,3,1523,2397.4,121208,261,6037
3,2,2012,1642.31,118246,261,6037
2,2,1446,2412.2,182605,261,6037
4,2,2177,8516.74,773814,261,6037
5,3,2854,4309.57,297400,261,6037
3,2,1505,3016.45,230438,261,6037
3,2,1422,1473.46,71606,261,6037
